department,course_number_1,course_title,faculty,course_ei,credit_hours,qca,number,As,Bs,Cs,Ds,Fs,Textbox10
BIT,2405,Quantitative Methods,Jones,81122,3,2.96,325,29.2,43.7,24.3,1.8,0.9,8
BIT,2405,Quantitative Methods,Jones,81123,3,2.81,344,22.4,47.1,22.7,5.5,2.3,6
BIT,2405,Quantitative Methods,Nottingham,81124,3,2.35,70,8.6,40.0,31.4,15.7,4.3,15
BIT,2406,Quantitative Methods,Teets,81125,3,3.33,68,47.1,45.6,4.4,1.5,1.5,0
BIT,2406,Quantitative Methods,Teets,81126,3,3.48,88,59.1,35.2,3.4,2.3,0.0,1
BIT,2406,Quantitative Methods,Nottingham,81127,3,2.20,27,7.4,44.4,22.2,11.1,14.8,4
BIT,2406,Quantitative Methods,Teets,81128,3,3.56,68,63.2,29.4,7.4,0.0,0.0,0
BIT,3414,Operations & Supply Chain Mgt,Russell,81129,3,2.91,90,21.1,53.3,20.0,5.6,0.0,6
BIT,3414,Operations & Supply Chain Mgt,Clark,81130,3,2.78,128,15.6,52.3,25.0,5.5,1.6,3
BIT,3414,Operations & Supply Chain Mgt,Clark,81131,3,2.81,118,17.8,53.4,22.9,5.1,0.8,3
BIT,3414,Operations & Supply Chain Mgt,Clark,81132,3,2.70,89,15.7,47.2,27.0,9.0,1.1,3
BIT,3414,Operations & Supply Chain Mgt,Clark,81133,3,2.78,68,22.1,47.1,20.6,5.9,4.4,4
BIT,3414,Operations & Supply Chain Mgt,Matheson,81134,3,3.55,38,55.3,44.7,0.0,0.0,0.0,0
BIT,3424,Intro Bus Analytics Modeling,Abrahams,81135,3,3.52,86,67.4,25.6,3.5,1.2,2.3,8
BIT,3424,Intro Bus Analytics Modeling,Seref,81136,3,3.80,123,90.2,7.3,2.4,0.0,0.0,1
BIT,3434,Adv Modeling for Bus Analytics,Seref,81137,3,3.18,32,56.3,21.9,12.5,6.3,3.1,2
BIT,3434,Adv Modeling for Bus Analytics,Seref,81138,3,3.37,64,51.6,35.9,12.5,0.0,0.0,2
BIT,3444,Adv Bus Comp and App,Wang,81139,3,3.04,66,34.8,40.9,16.7,6.1,1.5,4
BIT,3444,Adv Bus Comp and App,Wang,81140,3,3.46,26,57.7,34.6,3.8,3.8,0.0,3
BIT,3454,Business Process Improvement,Cook,81141,3,2.93,53,20.8,56.6,20.8,1.9,0.0,1
BIT,3464,Enterprise Planning & Control,Khansa,81142,3,3.08,44,29.5,47.7,22.7,0.0,0.0,0
