department,course_number_1,course_title,faculty,course_ei,credit_hours,qca,number,As,Bs,Cs,Ds,Fs,Textbox10
ECE,1574,Engr Problem Solving with C++,McPherson,12399,3,3.65,73,72.6,21.9,4.1,1.4,0.0,2
ECE,1574,Engr Problem Solving with C++,McPherson,12400,3,3.70,73,79.5,15.1,2.7,1.4,1.4,1
ECE,1574,Engr Problem Solving with C++,McPherson,12401,3,3.18,57,61.4,10.5,19.3,0.0,8.8,1
ECE,1574,Engr Problem Solving with C++,McPherson,12402,3,3.66,73,80.8,8.2,9.6,0.0,1.4,1
ECE,2004,Electric Circuit Analysis,Xu,12403,3,2.29,122,13.9,30.3,30.3,23.0,2.5,9
ECE,2014,Engr Professionalism ECE,Pendleton,12404,2,2.45,33,3.0,57.6,27.3,6.1,6.1,1
ECE,2014,Engr Professionalism ECE,Pendleton,12405,2,2.42,31,6.5,54.8,29.0,3.2,6.5,0
ECE,2014,Engr Professionalism ECE,Pendleton,12406,2,2.01,34,0.0,26.5,52.9,20.6,0.0,1
ECE,2014,Engr Professionalism ECE,Pendleton,12407,2,2.82,29,10.3,62.1,27.6,0.0,0.0,0
ECE,2014,Engr Professionalism ECE,Pendleton,12408,2,2.96,28,14.3,71.4,14.3,0.0,0.0,0
ECE,2014,Engr Professionalism ECE,Pendleton,12409,2,2.53,30,10.0,43.3,36.7,3.3,6.7,0
ECE,2054,Applied Electrical Theory,Orlowski,12410,3,3.81,147,87.1,12.2,0.7,0.0,0.0,0
ECE,2054,Applied Electrical Theory,Lindner,12411,3,3.33,141,46.1,43.3,9.9,0.7,0.0,2
ECE,2074,Electic Circuit Analysis Lab,Sweeney,12412,1,3.05,144,56.9,19.4,9.0,2.8,11.8,2
ECE,2164,Exploration of Space,Baker,12413,3,3.06,57,31.6,45.6,22.8,0.0,0.0,2
ECE,2204,Electronics,Guido,12414,3,2.79,71,18.3,47.9,29.6,4.2,0.0,3
ECE,2274,Elctrnc Netwks Lab I,Cooper,12415,1,3.67,14,71.4,28.6,0.0,0.0,0.0,0
ECE,2274,Elctrnc Netwks Lab I,Cooper,12416,1,3.07,14,50.0,21.4,21.4,0.0,7.1,0
ECE,2274,Elctrnc Netwks Lab I,Cooper,12417,1,3.28,11,54.5,36.4,0.0,9.1,0.0,1
