department,course_number_1,course_title,faculty,course_ei,credit_hours,qca,number,As,Bs,Cs,Ds,Fs,Textbox10
AOE,3054,AOE Experimental Methods,Borgoltz,10364,3,3.49,146,58.9,36.3,2.7,2.1,0.0,1
AOE,3094,Materials for Aero & Ocean Eng,Clark,10366,3,3.07,43,25.6,60.5,11.6,2.3,0.0,0
AOE,3094,Materials for Aero & Ocean Eng,Hendricks,10367,3,3.60,77,61.0,33.8,3.9,0.0,1.3,5
AOE,3104,Aircraft Performance,Adams,10368,3,3.34,100,48.0,45.0,5.0,1.0,1.0,4
AOE,3114,Compressible Aerodynamics,Devenport,10369,3,3.00,145,26.9,54.5,12.4,4.1,2.1,2
AOE,3124,Aerospace Structures,Patil,10370,3,3.28,72,45.8,38.9,13.9,0.0,1.4,1
AOE,3124,Aerospace Structures,Patil,10371,3,3.42,57,56.1,35.1,3.5,1.8,3.5,1
AOE,3134,Stability and Control,Farhood,10372,3,2.87,78,20.5,55.1,19.2,1.3,3.8,0
AOE,3204,Naval Architecture,Alexander,10373,3,2.96,27,14.8,63.0,22.2,0.0,0.0,0
AOE,3224,Ocean Structures,Wang,10374,3,2.86,23,30.4,43.5,17.4,4.3,4.3,0
AOE,3264,Res & Prop Of Ships,Neu,10375,3,2.79,27,18.5,48.1,25.9,7.4,0.0,1
AOE,4064,Fluid Flows in Nature,Schetz,10376,3,3.27,110,33.6,60.0,6.4,0.0,0.0,10
AOE,4066,Aircraft Design,Raj,10378,3,3.45,66,53.0,42.4,4.5,0.0,0.0,0
AOE,4084,Engr Design Optimiz,Canfield,10379,3,3.63,18,66.7,33.3,0.0,0.0,0.0,0
AOE,4124,Configuration Aerodynamics,Mason,10381,3,3.58,12,75.0,8.3,16.7,0.0,0.0,0
AOE,4140,Spacecraft Dynamics & Control,Tahmasian,10382,3,3.32,75,46.7,41.3,10.7,1.3,0.0,0
AOE,4166,Spacecraft Design,Shinpaugh,10383,3,3.50,32,46.9,53.1,0.0,0.0,0.0,0
AOE,4174,Spacecraft Propulsion,Srinivasan,10384,3,3.48,20,70.0,20.0,10.0,0.0,0.0,0
AOE,4214,Ocean Wave Mechanics,Xiao,10385,3,3.73,31,74.2,25.8,0.0,0.0,0.0,0
AOE,4244,Marine Engineering,Xiao,10386,3,3.64,22,81.8,18.2,0.0,0.0,0.0,0
AOE,4266,Ship Design,Brown,10387,3,3.64,22,72.7,22.7,4.5,0.0,0.0,0
AOE,4404,Applied Numerical Methods,Choi,10388,3,3.57,46,60.9,37.0,2.2,0.0,0.0,0
AOE,4994,Undergraduate Research,Black,10399,1,3.88,15,100.0,0.0,0.0,0.0,0.0,0
AOE,5034,Mechanical & Struct Dynamics,Seidel,10413,3,3.82,17,82.4,17.6,0.0,0.0,0.0,0
AOE,5054,Elastic Stability,Kapania,10414,3,3.83,12,83.3,16.7,0.0,0.0,0.0,0
AOE,5114,High Speed Aerodynamics,Adams,10415,3,3.47,15,53.3,46.7,0.0,0.0,0.0,0
AOE,5144,Boundary-Layer Theory,Schetz,10418,3,3.07,22,18.2,68.2,13.6,0.0,0.0,0
AOE,5234,Orbital Mechanics,Black,10420,3,3.89,15,93.3,6.7,0.0,0.0,0.0,0
AOE,6444,Verificat Validat Sci Comput,Roy,19204,3,3.74,11,81.8,18.2,0.0,0.0,0.0,0
AOE,4984,SS:Aerospace Electronics,Earle,19637,3,3.09,11,36.4,36.4,27.3,0.0,0.0,0
AOE,5984,SS:Data Anlys Fluid Dyn Rsrch,Lowe,19748,3,3.91,11,90.9,9.1,0.0,0.0,0.0,0
AOE,5984,SS:Turbulence Mod & Simulation,Roy,19912,3,3.63,12,75.0,25.0,0.0,0.0,0.0,0
AOE,4984,SS:Avionics,Philen,20310,3,3.82,22,86.4,13.6,0.0,0.0,0.0,0
AOE,2984,SS:Fund of Flt Training,Weaver,20312,2,3.44,15,60.0,26.7,6.7,6.7,0.0,1
AOE,4404,Applied Numerical Methods,Massa,20381,3,3.11,28,39.3,35.7,21.4,0.0,3.6,1
AOE,6984,SS: System Identification,Woolsey,20394,3,4.00,12,100.0,0.0,0.0,0.0,0.0,0

