department,course_number_1,course_title,faculty,course_ei,credit_hours,qca,number,As,Bs,Cs,Ds,Fs,Textbox10
CS,4234,Parallel Computation,Cameron,82201,3,3.24,22,36.4,45.5,18.2,0.0,0.0,1
CS,4264,Principles Computer Security,Yao,82202,3,3.24,58,44.8,39.7,15.5,0.0,0.0,2
CS,4284,Systems & Networking Capstone,Cameron,82203,3,4.00,13,100.0,0.0,0.0,0.0,0.0,0
CS,4634,Design Of Information,Harrison,82206,3,3.07,27,29.6,48.1,22.2,0.0,0.0,0
CS,4784,Human-Computer Interact Capstn,Tatar,82207,3,3.70,22,95.5,0.0,0.0,0.0,4.5,0
CS,4974,Independent Study,Arthur,82210,3,3.91,11,90.9,9.1,0.0,0.0,0.0,0
CS,4974,Independent Study,Dunlap,82210,3,3.91,11,90.9,9.1,0.0,0.0,0.0,0
CS,4974,Independent Study,Harrison,82210,3,3.91,11,90.9,9.1,0.0,0.0,0.0,0
CS,4974,Independent Study,McCrickard,82210,3,3.91,11,90.9,9.1,0.0,0.0,0.0,0
CS,4974,Independent Study,McQuain,82210,3,3.91,11,90.9,9.1,0.0,0.0,0.0,0
CS,4974,Independent Study,Raghvendra,82210,3,3.91,11,90.9,9.1,0.0,0.0,0.0,0
CS,4974,Independent Study,Ribbens,82210,3,3.91,11,90.9,9.1,0.0,0.0,0.0,0
CS,4974,Independent Study,Soundararajan,82210,3,3.91,11,90.9,9.1,0.0,0.0,0.0,0
CS,4994,Undergraduate Research,Arthur,82211,3,3.96,14,100.0,0.0,0.0,0.0,0.0,1
CS,4994,Undergraduate Research,Dunlap,82211,3,3.96,14,100.0,0.0,0.0,0.0,0.0,1
CS,4994,Undergraduate Research,Gracanin,82211,3,3.96,14,100.0,0.0,0.0,0.0,0.0,1
CS,4994,Undergraduate Research,Lin,82211,3,3.96,14,100.0,0.0,0.0,0.0,0.0,1
CS,4994,Undergraduate Research,McQuain,82211,3,3.96,14,100.0,0.0,0.0,0.0,0.0,1
CS,4994,Undergraduate Research,Raghvendra,82211,3,3.96,14,100.0,0.0,0.0,0.0,0.0,1
CS,4994,Undergraduate Research,Ribbens,82211,3,3.96,14,100.0,0.0,0.0,0.0,0.0,1
CS,4994,Undergraduate Research,Yao,82211,3,3.96,14,100.0,0.0,0.0,0.0,0.0,1
CS,5014,Research Meth in CS,Shaffer,82212,3,3.80,22,86.4,13.6,0.0,0.0,0.0,0
CS,5045,Computation for Life Sciences,Zhang,82213,3,3.85,10,100.0,0.0,0.0,0.0,0.0,0
CS,5204,Operating Systems,Back,82215,3,3.57,13,61.5,38.5,0.0,0.0,0.0,0
CS,5485,Numer Analy and Softw,Beattie,82219,3,3.82,10,100.0,0.0,0.0,0.0,0.0,0
CS,5510,Multiprocessor Programming,Lee,82220,3,3.80,12,75.0,25.0,0.0,0.0,0.0,0
CS,5525,Data Analytics,Leman,82221,3,4.00,11,100.0,0.0,0.0,0.0,0.0,0
CS,5724,Models of HCI,Harrison,82225,3,3.74,17,82.4,17.6,0.0,0.0,0.0,0
CS,5764,Information Visualization,North,82226,3,3.67,27,66.7,33.3,0.0,0.0,0.0,0
CS,6304,TS:Program Analysis & Applic,Ryder,82234,3,3.48,11,45.5,54.5,0.0,0.0,0.0,0
CS,1604,Introduction to the Internet,Baidya,86843,1,3.42,65,66.2,20.0,10.8,1.5,1.5,1
CS,5044,Object-Oriented Pgmming Java,Edwards,86844,3,3.44,23,56.5,34.8,8.7,0.0,0.0,0
CS,5704,Software Engineering,Kulczycki,86847,3,3.33,32,56.3,37.5,0.0,3.1,3.1,0
CS,5704,Software Engineering,Servant,88489,3,3.62,20,75.0,15.0,10.0,0.0,0.0,0
CS,5714,Usability Engineering,McCrickard,88491,3,3.70,14,85.7,7.1,7.1,0.0,0.0,1
CS,4704,Software Engineering Capstone,Tilevich,88503,3,4.00,11,100.0,0.0,0.0,0.0,0.0,0
CS,2104,Intro to Problem Solving in CS,Onufriev,88850,3,3.15,44,27.3,59.1,11.4,0.0,2.3,3
CS,5824,Advanced Machine Learning,Huang,88867,3,3.88,11,90.9,9.1,0.0,0.0,0.0,0
CS,5304,Trans Design and Con,Jung,88870,3,3.62,12,66.7,33.3,0.0,0.0,0.0,0
CS,2984,SS:Intro to Comp Thinking,Kafura,88914,3,3.37,31,38.7,61.3,0.0,0.0,0.0,0
CS,6104,TS:Randomized Algorithms,Heath,88926,3,3.86,14,92.9,7.1,0.0,0.0,0.0,0
CS,3414,Numerical Methods,Nino Ruiz,89024,3,2.93,16,25.0,56.3,18.8,0.0,0.0,1
CS,6604,TS:Data Mining Large Networks,Prakash,89046,3,3.95,13,100.0,0.0,0.0,0.0,0.0,0
CS,5824,Advanced Machine Learning,Wang,89130,3,3.74,10,80.0,20.0,0.0,0.0,0.0,0
CS,6604,Adv TS: Spatial Data Managemt,Lu,89216,3,3.57,15,53.3,46.7,0.0,0.0,0.0,0
CS,1114,Intro to Software Design,Barnette,89360,3,2.87,27,29.6,51.9,3.7,7.4,7.4,7
CS,2114,Softw Des & Data Structures,Barnette,89365,3,3.12,26,30.8,53.8,15.4,0.0,0.0,0
CS,3704,Intermed Software Des,Meng,89452,3,2.77,20,30.0,40.0,20.0,10.0,0.0,2
CS,5565,Network Arch and Protocols,Xie,89464,3,3.80,12,100.0,0.0,0.0,0.0,0.0,0
CS,1114,Intro to Software Design,Barnette,89509,3,2.50,20,10.0,35.0,50.0,5.0,0.0,4
CS,5984,SS:Natural Language Processing,Rozovskaya,89528,3,3.58,11,63.6,36.4,0.0,0.0,0.0,0
