department,course_number_1,course_title,faculty,course_ei,credit_hours,qca,number,As,Bs,Cs,Ds,Fs,Textbox10
CS,5014,Research Meth in CS,Tilevich,82491,3,3.86,33,93.9,6.1,0.0,0.0,0.0,0
CS,5044,Object-Oriented Pgmming Java,Kulczycki,82492,3,3.53,47,63.8,31.9,4.3,0.0,0.0,0
CS,5045,Computation for Life Sciences,Heath,82493,3,3.73,10,70.0,30.0,0.0,0.0,0.0,0
CS,5204,Operating Systems,Butt,82494,3,3.45,27,55.6,37.0,7.4,0.0,0.0,0
CS,5244,Internet Software,Kulczycki,82496,3,3.64,19,68.4,31.6,0.0,0.0,0.0,0
CS,5485,Numer Analy and Softw,Sandu,82500,3,3.80,10,80.0,20.0,0.0,0.0,0.0,0
CS,5525,Data Analytics,Reddy,82503,3,3.59,43,67.4,27.9,4.7,0.0,0.0,0
CS,5704,Software Engineering,Balci,82508,3,3.93,15,93.3,6.7,0.0,0.0,0.0,0
CS,5704,Software Engineering,Kulczycki,82509,3,3.74,37,78.4,21.6,0.0,0.0,0.0,0
CS,5724,Models of HCI,Harrison,82511,3,3.75,17,82.4,17.6,0.0,0.0,0.0,0
CS,5744,Software Design and Quality,Edwards,82512,3,4.00,11,100.0,0.0,0.0,0.0,0.0,0
CS,6604,TS: Instructional Design in CS,Kafura,82534,3,3.97,11,100.0,0.0,0.0,0.0,0.0,0
CS,3304,Comparative Languages,Meng,88551,3,2.64,58,20.7,43.1,31.0,5.2,0.0,0
CS,3714,Mobile Software Development,Balci,88552,3,2.95,51,41.2,33.3,13.7,9.8,2.0,2
CS,1014,Intro Computational Thinking,Kafura,88566,3,3.35,60,56.7,30.0,6.7,6.7,0.0,5
CS,5124,Algorithms in Bioinformatics,Zhang,88621,3,3.84,17,100.0,0.0,0.0,0.0,0.0,0
CS,5565,Network Arch and Protocols,Yang,88622,3,3.17,10,30.0,60.0,10.0,0.0,0.0,0
CS,5774,User Interface Software,Luther,88624,3,3.74,20,80.0,20.0,0.0,0.0,0.0,0
CS,1114,Intro to Software Design,Irwin,88734,3,2.18,69,10.1,33.3,31.9,15.9,8.7,12
CS,1114,Intro to Software Design,Barnette,88735,3,2.28,194,11.9,33.5,36.1,9.8,8.8,50
CS,2114,Softw Des & Data Structures,Ellis,88737,3,3.06,171,36.3,42.1,15.8,2.9,2.9,13
CS,2114,Softw Des & Data Structures,Ellis,88975,3,3.25,127,43.3,42.5,12.6,0.8,0.8,10
CS,4644,Creative Computing Studio,McCrickard,88983,3,3.72,21,90.5,4.8,0.0,0.0,4.8,0
CS,5764,Information Visualization,North,88985,3,3.72,22,77.3,22.7,0.0,0.0,0.0,0
CS,3114,Data Structures and Algorithms,Shaffer,89020,3,3.13,52,42.3,32.7,17.3,7.7,0.0,5
CS,4804,Introduction to AI,Huang,89022,3,3.35,55,47.3,40.0,12.7,0.0,0.0,1
CS,6204,TS: Prog Anomaly Detect/Lrng,Yao,89024,3,4.00,10,100.0,0.0,0.0,0.0,0.0,0
CS,5525,Data Analytics,Reddy,89049,3,3.48,19,52.6,47.4,0.0,0.0,0.0,0
CS,5604,Info Storage and Ret,Fox,89096,3,3.74,17,70.6,29.4,0.0,0.0,0.0,0
CS,3604,Professionalism in Computing,Tatar,89192,3,3.28,17,52.9,35.3,5.9,0.0,5.9,0
CS,5644,Machine Learning with Big Data,Ramakrishnan,89424,3,3.94,43,93.0,7.0,0.0,0.0,0.0,0
CS,3714,Mobile Software Development,Seyam,89496,3,3.71,37,73.0,27.0,0.0,0.0,0.0,2
CS,1014,Intro Computational Thinking,Bart,89499,3,3.64,36,77.8,19.4,2.8,0.0,0.0,0
CS,1114,Intro to Software Design,Leal,89511,3,2.32,68,19.1,27.9,29.4,11.8,11.8,18
CS,5984,SS: Urban Computing,Ramakrishnan,89602,3,3.91,29,100.0,0.0,0.0,0.0,0.0,0
